39	8	0	0	0
44	8	0	0	0
49	8	0	0	0
12	9	0	0	0
13	9	0	0	0
14	9	0	0	0
18	9	0	0	0
23	9	0	0	0
31	9	0	0	0
32	9	0	0	0
39	9	0	0	0
44	9	0	0	0
49	9	0	0	0
12	10	0	0	0
13	10	0	0	0
14	10	0	0	0
18	10	0	0	0
23	10	0	0	0
31	10	0	0	0
32	10	0	0	0
39	10	0	0	0
44	10	0	0	0
49	10	0	0	0
12	11	0	0	0
13	11	0	0	0
14	11	0	0	0
18	11	0	0	0
19	11	0	0	0
23	11	0	0	0
24	11	0	0	0
31	11	0	0	0
32	11	0	0	0
38	11	0	0	0
39	11	0	0	0
43	11	0	0	0
44	11	0	0	0
48	11	0	0	0
49	11	0	0	0
12	12	0	0	0
13	12	0	0	0
14	12	0	0	0
19	12	0	0	0
20	12	0	0	0
24	12	0	0	0
25	12	0	0	0
31	12	0	0	0
32	12	0	0	0
37	12	0	0	0
38	12	0	0	0
42	12	0	0	0
43	12	0	0	0
47	12	0	0	0
48	12	0	0	0
12	13	0	0	0
13	13	0	0	0
14	13	0	0	0
20	13	0	0	0
21	13	0	0	0
25	13	0	0	0
26	13	0	0	0
30	13	0	0	0
31	13	0	0	0
32	13	0	0	0
33	13	0	0	0
36	13	0	0	0
37	13	0	0	0
41	13	0	0	0
42	13	0	0	0
46	13	0	0	0
47	13	0	0	0
12	14	0	0	0
13	14	0	0	0
14	14	0	0	0
29	14	0	0	0
30	14	0	0	0
31	14	0	0	0
32	14	0	0	0
33	14	0	0	0
34	14	0	0	0
12	15	0	0	0
13	15	0	0	0
14	15	0	0	0
29	15	0	0	0
30	15	0	0	0
33	15	0	0	0
34	15	0	0	0
12	16	0	0	0
13	16	0	0	0
14	16	0	0	0
29	16	0	0	0
30	16	0	0	0
33	16	0	0	0
34	16	0	0	0
12	17	0	0	0
13	17	0	0	0
14	17	0	0	0
15	17	0	0	0
16	17	0	0	0
17	17	0	0	0
18	17	0	0	0
19	17	0	0	0
20	17	0	0	0
21	17	0	0	0
22	17	0	0	0
23	17	0	0	0
24	17	0	0	0
25	17	0	0	0
26	17	0	0	0
27	17	0	0	0
28	17	0	0	0
29	17	0	0	0
30	17	0	0	0
31	17	0	0	0
32	17	0	0	0
33	17	0	0	0
34	17	0	0	0
35	17	0	0	0
36	17	0	0	0
37	17	0	0	0
38	17	0	0	0
39	17	0	0	0
40	17	0	0	0
41	17	0	0	0
42	17	0	0	0
43	17	0	0	0
44	17	0	0	0
45	17	0	0	0
46	17	0	0	0
47	17	0	0	0
48	17	0	0	0
12	18	0	0	0
13	18	0	0	0
14	18	0	0	0
15	18	0	0	0
16	18	0	0	0
17	18	0	0	0
18	18	0	0	0
19	18	0	0	0
20	18	0	0	0
21	18	0	0	0
22	18	0	0	0
23	18	0	0	0
24	18	0	0	0
25	18	0	0	0
26	18	0	0	0
27	18	0	0	0
28	18	0	0	0
29	18	0	0	0
30	18	0	0	0
31	18	0	0	0
32	18	0	0	0
33	18	0	0	0
34	18	0	0	0
35	18	0	0	0
36	18	0	0	0
37	18	0	0	0
38	18	0	0	0
39	18	0	0	0
40	18	0	0	0
41	18	0	0	0
42	18	0	0	0
43	18	0	0	0
44	18	0	0	0
45	18	0	0	0
46	18	0	0	0
47	18	0	0	0
48	18	0	0	0
49	18	0	0	0
12	19	0	0	0
13	19	0	0	0
14	19	0	0	0
15	19	0	0	0
16	19	0	0	0
17	19	0	0	0
18	19	0	0	0
19	19	0	0	0
20	19	0	0	0
21	19	0	0	0
22	19	0	0	0
23	19	0	0	0
24	19	0	0	0
25	19	0	0	0
26	19	0	0	0
27	19	0	0	0
28	19	0	0	0
29	19	0	0	0
30	19	0	0	0
31	19	0	0	0
32	19	0	0	0
33	19	0	0	0
34	19	0	0	0
35	19	0	0	0
36	19	0	0	0
37	19	0	0	0
38	19	0	0	0
39	19	0	0	0
40	19	0	0	0
41	19	0	0	0
42	19	0	0	0
43	19	0	0	0
44	19	0	0	0
45	19	0	0	0
46	19	0	0	0
47	19	0	0	0
48	19	0	0	0
49	19	0	0	0
12	20	0	0	0
13	20	0	0	0
14	20	0	0	0
15	20	0	0	0
16	20	0	0	0
47	20	0	0	0
48	20	0	0	0
49	20	0	0	0
12	21	0	0	0
13	21	0	0	0
14	21	0	0	0
15	21	0	0	0
16	21	0	0	0
17	21	0	0	0
18	21	0	0	0
19	21	0	0	0
20	21	0	0	0
21	21	0	0	0
22	21	0	0	0
23	21	0	0	0
24	21	0	0	0
25	21	0	0	0
26	21	0	0	0
27	21	0	0	0
28	21	0	0	0
29	21	0	0	0
30	21	0	0	0
31	21	0	0	0
32	21	0	0	0
33	21	0	0	0
34	21	0	0	0
35	21	0	0	0
36	21	0	0	0
37	21	0	0	0
38	21	0	0	0
39	21	0	0	0
40	21	0	0	0
41	21	0	0	0
42	21	0	0	0
43	21	0	0	0
44	21	0	0	0
45	21	0	0	0
46	21	0	0	0
47	21	0	0	0
48	21	0	0	0
49	21	0	0	0
50	21	0	0	0
12	22	0	0	0
13	22	0	0	0
14	22	0	0	0
15	22	0	0	0
16	22	0	0	0
17	22	0	0	0
18	22	0	0	0
19	22	0	0	0
20	22	0	0	0
21	22	0	0	0
22	22	0	0	0
23	22	0	0	0
24	22	0	0	0
25	22	0	0	0
26	22	0	0	0
27	22	0	0	0
28	22	0	0	0
29	22	0	0	0
30	22	0	0	0
31	22	0	0	0
32	22	0	0	0
33	22	0	0	0
34	22	0	0	0
35	22	0	0	0
36	22	0	0	0
37	22	0	0	0
38	22	0	0	0
39	22	0	0	0
40	22	0	0	0
41	22	0	0	0
42	22	0	0	0
43	22	0	0	0
44	22	0	0	0
45	22	0	0	0
46	22	0	0	0
47	22	0	0	0
48	22	0	0	0
49	22	0	0	0
50	22	0	0	0
51	22	0	0	0
12	23	0	0	0
13	23	0	0	0
50	23	0	0	0
51	23	0	0	0
12	24	0	0	0
13	24	0	0	0
50	24	0	0	0
51	24	0	0	0
12	25	0	0	0
13	25	0	0	0
50	25	0	0	0
51	25	0	0	0
12	26	0	0	0
13	26	0	0	0
50	26	0	0	0
51	26	0	0	0
12	27	0	0	0
13	27	0	0	0
50	27	0	0	0
51	27	0	0	0
12	28	0	0	0
13	28	0	0	0
50	28	0	0	0
51	28	0	0	0
12	29	0	0	0
13	29	0	0	0
50	29	0	0	0
51	29	0	0	0
12	30	0	0	0
13	30	0	0	0
50	30	0	0	0
51	30	0	0	0
12	31	0	0	0
13	31	0	0	0
50	31	0	0	0
51	31	0	0	0
12	32	0	0	0
13	32	0	0	0
50	32	0	0	0
51	32	0	0	0
12	33	0	0	0
13	33	0	0	0
14	33	0	0	0
15	33	0	0	0
16	33	0	0	0
17	33	0	0	0
18	33	0	0	0
19	33	0	0	0
20	33	0	0	0
21	33	0	0	0
22	33	0	0	0
23	33	0	0	0
24	33	0	0	0
25	33	0	0	0
26	33	0	0	0
27	33	0	0	0
28	33	0	0	0
29	33	0	0	0
30	33	0	0	0
31	33	0	0	0
32	33	0	0	0
33	33	0	0	0
34	33	0	0	0
35	33	0	0	0
36	33	0	0	0
37	33	0	0	0
38	33	0	0	0
39	33	0	0	0
40	33	0	0	0
41	33	0	0	0
42	33	0	0	0
43	33	0	0	0
44	33	0	0	0
45	33	0	0	0
46	33	0	0	0
47	33	0	0	0
48	33	0	0	0
49	33	0	0	0
50	33	0	0	0
51	33	0	0	0
13	34	0	0	0
14	34	0	0	0
15	34	0	0	0
16	34	0	0	0
17	34	0	0	0
18	34	0	0	0
19	34	0	0	0
20	34	0	0	0
21	34	0	0	0
22	34	0	0	0
23	34	0	0	0
24	34	0	0	0
25	34	0	0	0
26	34	0	0	0
27	34	0	0	0
28	34	0	0	0
29	34	0	0	0
30	34	0	0	0
31	34	0	0	0
32	34	0	0	0
33	34	0	0	0
34	34	0	0	0
35	34	0	0	0
36	34	0	0	0
37	34	0	0	0
38	34	0	0	0
39	34	0	0	0
40	34	0	0	0
41	34	0	0	0
42	34	0	0	0
43	34	0	0	0
44	34	0	0	0
45	34	0	0	0
46	34	0	0	0
47	34	0	0	0
48	34	0	0	0
49	34	0	0	0
50	34	0	0	0
17	35	0	0	0
18	35	0	0	0
19	35	0	0	0
20	35	0	0	0
21	35	0	0	0
29	35	0	0	0
30	35	0	0	0
31	35	0	0	0
32	35	0	0	0
33	35	0	0	0
42	35	0	0	0
43	35	0	0	0
44	35	0	0	0
45	35	0	0	0
46	35	0	0	0
16	36	0	0	0
17	36	0	0	0
18	36	0	0	0
19	36	0	0	0
20	36	0	0	0
21	36	0	0	0
22	36	0	0	0
28	36	0	0	0
29	36	0	0	0
30	36	0	0	0
31	36	0	0	0
32	36	0	0	0
33	36	0	0	0
34	36	0	0	0
41	36	0	0	0
42	36	0	0	0
43	36	0	0	0
44	36	0	0	0
45	36	0	0	0
46	36	0	0	0
47	36	0	0	0
15	37	0	0	0
16	37	0	0	0
17	37	0	0	0
18	37	0	0	0
19	37	0	0	0
20	37	0	0	0
21	37	0	0	0
22	37	0	0	0
23	37	0	0	0
27	37	0	0	0
28	37	0	0	0
29	37	0	0	0
30	37	0	0	0
31	37	0	0	0
32	37	0	0	0
33	37	0	0	0
34	37	0	0	0
35	37	0	0	0
40	37	0	0	0
41	37	0	0	0
42	37	0	0	0
43	37	0	0	0
44	37	0	0	0
45	37	0	0	0
46	37	0	0	0
47	37	0	0	0
48	37	0	0	0
14	38	0	0	0
15	38	0	0	0
16	38	0	0	0
17	38	0	0	0
21	38	0	0	0
22	38	0	0	0
23	38	0	0	0
24	38	0	0	0
26	38	0	0	0
27	38	0	0	0
28	38	0	0	0
29	38	0	0	0
33	38	0	0	0
34	38	0	0	0
35	38	0	0	0
36	38	0	0	0
39	38	0	0	0
40	38	0	0	0
41	38	0	0	0
42	38	0	0	0
46	38	0	0	0
47	38	0	0	0
48	38	0	0	0
49	38	0	0	0
14	39	0	0	0
15	39	0	0	0
16	39	0	0	0
22	39	0	0	0
23	39	0	0	0
24	39	0	0	0
26	39	0	0	0
27	39	0	0	0
28	39	0	0	0
34	39	0	0	0
35	39	0	0	0
36	39	0	0	0
39	39	0	0	0
40	39	0	0	0
41	39	0	0	0
47	39	0	0	0
48	39	0	0	0
49	39	0	0	0
14	40	0	0	0
15	40	0	0	0
16	40	0	0	0
22	40	0	0	0
23	40	0	0	0
24	40	0	0	0
26	40	0	0	0
27	40	0	0	0
28	40	0	0	0
34	40	0	0	0
35	40	0	0	0
36	40	0	0	0
39	40	0	0	0
40	40	0	0	0
41	40	0	0	0
47	40	0	0	0
48	40	0	0	0
49	40	0	0	0
14	41	0	0	0
15	41	0	0	0
16	41	0	0	0
22	41	0	0	0
23	41	0	0	0
24	41	0	0	0
26	41	0	0	0
27	41	0	0	0
28	41	0	0	0
34	41	0	0	0
35	41	0	0	0
36	41	0	0	0
39	41	0	0	0
40	41	0	0	0
41	41	0	0	0
47	41	0	0	0
48	41	0	0	0
49	41	0	0	0
14	42	0	0	0
15	42	0	0	0
16	42	0	0	0
17	42	0	0	0
21	42	0	0	0
22	42	0	0	0
23	42	0	0	0
24	42	0	0	0
26	42	0	0	0
27	42	0	0	0
28	42	0	0	0
29	42	0	0	0
33	42	0	0	0
34	42	0	0	0
35	42	0	0	0
36	42	0	0	0
39	42	0	0	0
40	42	0	0	0
41	42	0	0	0
42	42	0	0	0
46	42	0	0	0
47	42	0	0	0
48	42	0	0	0
49	42	0	0	0
15	43	0	0	0
16	43	0	0	0
17	43	0	0	0
18	43	0	0	0
19	43	0	0	0
20	43	0	0	0
21	43	0	0	0
22	43	0	0	0
23	43	0	0	0
27	43	0	0	0
28	43	0	0	0
29	43	0	0	0
30	43	0	0	0
31	43	0	0	0
32	43	0	0	0
33	43	0	0	0
34	43	0	0	0
35	43	0	0	0
40	43	0	0	0
41	43	0	0	0
42	43	0	0	0
43	43	0	0	0
44	43	0	0	0
45	43	0	0	0
46	43	0	0	0
47	43	0	0	0
48	43	0	0	0
16	44	0	0	0
17	44	0	0	0
18	44	0	0	0
19	44	0	0	0
20	44	0	0	0
21	44	0	0	0
22	44	0	0	0
28	44	0	0	0
29	44	0	0	0
30	44	0	0	0
31	44	0	0	0
32	44	0	0	0
33	44	0	0	0
34	44	0	0	0
41	44	0	0	0
42	44	0	0	0
43	44	0	0	0
44	44	0	0	0
45	44	0	0	0
46	44	0	0	0
47	44	0	0	0
17	45	0	0	0
18	45	0	0	0
19	45	0	0	0
20	45	0	0	0
21	45	0	0	0
29	45	0	0	0
30	45	0	0	0
31	45	0	0	0
32	45	0	0	0
33	45	0	0	0
42	45	0	0	0
43	45	0	0	0
44	45	0	0	0
45	45	0	0	0
46	45	0	0	0
